#X Y Z
0.31831 0.31831 1
0.63662 0.31831 -0.25
0.95493 0.31831 0
1.27324 0.31831 0
1.59155 0.31831 0
1.90986 0.31831 0
2.22817 0.31831 0
2.54648 0.31831 0
2.86479 0.31831 0
3.1831 0.31831 0
3.50141 0.31831 0
3.81972 0.31831 0
4.13803 0.31831 0
4.45634 0.31831 0
4.77465 0.31831 0
5.09296 0.31831 0
5.41127 0.31831 0
5.72958 0.31831 0
6.04789 0.31831 0
6.3662 0.31831 0
6.68451 0.31831 -0.25
7.00282 0.31831 0
7.32113 0.31831 0
7.63944 0.31831 0
7.95775 0.31831 0
8.27606 0.31831 0
8.59437 0.31831 0
8.91268 0.31831 0
9.23099 0.31831 0
9.5493 0.31831 0
9.86761 0.31831 0
10.1859 0.31831 0
10.5042 0.31831 0
10.8225 0.31831 0
11.1408 0.31831 0
11.4592 0.31831 0
11.7775 0.31831 0
12.0958 0.31831 0
12.4141 0.31831 0
12.7324 0.31831 0
13.0507 0.31831 0
13.369 0.31831 0
13.6873 0.31831 0
14.0056 0.31831 0
14.3239 0.31831 0
14.6423 0.31831 0
14.9606 0.31831 0
15.2789 0.31831 0
15.5972 0.31831 0
15.9155 0.31831 0
16.2338 0.31831 0
16.5521 0.31831 0
16.8704 0.31831 0
17.1887 0.31831 0
17.507 0.31831 0
17.8254 0.31831 0
18.1437 0.31831 0
18.462 0.31831 0
18.7803 0.31831 0
19.0986 0.31831 0
19.4169 0.31831 0
19.7352 0.31831 0
20.0535 0.31831 0
20.3718 0.31831 0
20.6901 0.31831 0
21.0085 0.31831 0
21.3268 0.31831 0
21.6451 0.31831 0
21.9634 0.31831 0
22.2817 0.31831 0
22.6 0.31831 0
22.9183 0.31831 0
23.2366 0.31831 0
23.5549 0.31831 0
23.8732 0.31831 0
24.1916 0.31831 0
24.5099 0.31831 0
24.8282 0.31831 0
25.1465 0.31831 0
25.4648 0.31831 0
25.7831 0.31831 0
26.1014 0.31831 0
26.4197 0.31831 0
26.738 0.31831 0
27.0563 0.31831 0
27.3747 0.31831 0
27.693 0.31831 0
28.0113 0.31831 0
28.3296 0.31831 0
28.6479 0.31831 0
28.9662 0.31831 0
29.2845 0.31831 0
29.6028 0.31831 0
29.9211 0.31831 0
30.2394 0.31831 0
30.5577 0.31831 0
30.8761 0.31831 0
31.1944 0.31831 0
31.5127 0.31831 0
31.831 0.31831 0
32.1493 0.31831 0
32.4676 0.31831 0
32.7859 0.31831 0
33.1042 0.31831 0
33.4225 0.31831 0
33.7408 0.31831 0
34.0592 0.31831 0
34.3775 0.31831 0
34.6958 0.31831 0
35.0141 0.31831 0
35.3324 0.31831 0
35.6507 0.31831 0
35.969 0.31831 0
36.2873 0.31831 0
36.6056 0.31831 0
36.9239 0.31831 0
37.2423 0.31831 0
37.5606 0.31831 0
37.8789 0.31831 0
38.1972 0.31831 0
38.5155 0.31831 0
38.8338 0.31831 0
39.1521 0.31831 0
39.4704 0.31831 0
39.7887 0.31831 0
40.107 0.31831 0
40.4254 0.31831 0
40.7437 0.31831 0
41.062 0.31831 0
41.3803 0.31831 0
41.6986 0.31831 0
42.0169 0.31831 0
42.3352 0.31831 0
42.6535 0.31831 0
42.9718 0.31831 0
43.2901 0.31831 0
43.6085 0.31831 0
43.9268 0.31831 0
44.2451 0.31831 0
44.5634 0.31831 0
44.8817 0.31831 0
45.2 0.31831 0
45.5183 0.31831 0
45.8366 0.31831 0
46.1549 0.31831 0
46.4732 0.31831 0
46.7916 0.31831 0
47.1099 0.31831 0
47.4282 0.31831 0
47.7465 0.31831 0
48.0648 0.31831 0
48.3831 0.31831 0
48.7014 0.31831 0
49.0197 0.31831 0
49.338 0.31831 0
